Particulars,Voucher Type
Aspire Pro Sph (3 Lens Pack),Others
AIR OPTIX PLUS HYDRAGLYDE 6 Lens,Others
IDEE SG 2987,Others
FRESHLOOK COLOURBLEND C. LENSES  2PCS,Others
Air Optix Astigmatism HydraG 3 Lens,Others
I Connect BC 8.6 6PK,Others
SOFLENS 59    6 LENS,Others
FC7661PL C1 S,Others
CR KT HC,Others
Soflens Toric  1 Lens,Others
SEECLEAR CR KRY 1.56 PB TUFF COAT,Others
FSV Kromos,Others
ZANDU PANCHARISHTA (450ML),Pharma
TELPIL H (10 TAB),Pharma
OZOVAS 10MG (30 TAB),Pharma
HIMALAYA LIV 52 SYRUP (100ML),Pharma
ONDEM 4MG (10 TAB),Pharma
MICRODOX LBX (10 CAP),Pharma
WHISPER ULTRA HYGIENE XL+ 28 NOS,Pharma
SPORIDEX 500MG (10 CAP),Pharma
TIDE PLUS 10 MG (10 TAB),Pharma
OLMIGHTY 20 H (10 TAB),Pharma
FUNGICROS CREAM (30GM),Pharma
MOMATE CREAM (10GM),Pharma
KENZ SOAP 75 GM,Pharma
PRACTIN 4MG (15 TAB),Pharma
CONDITIONER MD MX 98gm,Pharma
CYMET ER 50 (10 TAB),Pharma
MAXIFLO FORTE ROTACAPS,Pharma
NIVEA ALOE HYDRATION BODY LOTION 200ML,Pharma
GREEN LEAF FOOT CARE CREAM 25GM,Pharma
GLYCOMET GP 2 (15 TAB),Pharma
PATE SAFA GRANULES (60GM),Pharma
FLUDAC 20MG (15 CAP),Pharma
COMBIDEX EYE OINT (5GM),Pharma
ROSUVAS CV 20 (10 TAB),Pharma
CANDID B LOTION (30ML),Pharma
MONTAIR LC KIDS (10 TAB),Pharma
HEXIDINE MOUTHWASH (500ML),Pharma
CORBIS AM 5 (10 TAB),Pharma
CETANIL TRIO 12.5 (10 TAB),Pharma
GLOSSAGE CREAM 25GM,Pharma
EXTRALUBE E/D (10ML),Pharma
HHZOLE CREAM (10GM),Pharma
RICONIA SILVER LP (15 TAB),Pharma
PRO EASE XL 6ns,Pharma
AXE POCKET PERFUME 17ml,Pharma
THREPTIN DISKETTES (500GM),Pharma
ALERID 10MG (10 TAB),Pharma
OFLOX 400MG (10 TAB),Pharma
COTTON 75 GM,Pharma
COLGATE VISIBLE WHITE TOOTHPASTE (100GM),Pharma
FEBREX PLUS (15 TAB),Pharma
AMLOPRES 2.5MG (15 TAB),Pharma
SUPERMET XL 25MG  ( 15 TAB),Pharma
SIMILAC PLUS 2 STAGE 400GM,Pharma
NEOSPORIN H OINT (5GM),Pharma
LESURIDE (10 TAB),Pharma
CALOSOFT-AF LOTION (100ML),Pharma
FERTISURE F (10 TAB),Pharma
M.POKO EXTRA M22,Pharma
ATCHOL 10 MG ( 15 TAB),Pharma
ZYRIK 100MG (10 TAB),Pharma
CLIN 3 GEL (20GM),Pharma
ORG IND TULSI DETOX KAHWA,Pharma
ORG IND TULSI GREEN TEA LEMON GINGER,Pharma
DETTOL ANTISEPTIC LIQUID 550ML,Pharma
APRIGLIM MF 2MG (15 TAB),Pharma
ZERODOL TH 4 (10 TAB),Pharma
PREGABANYL NT (10 TAB),Pharma
CEFTAS 200MG (10 TAB),Pharma
M EARTH CHARCOAL FACE SCRUB (100GM),Pharma
HIMALAYA FACE PACK (50GM),Pharma
PONDS NATURAL GLOW FACE POWDER (30GM),Pharma
AMTAS M-25MG (15 TAB),Pharma
OLMETOR H (10 TAB),Pharma
FLOTRAL D (20 TAB),Pharma
TELVAS CT 80 (10 TAB),Pharma
FELICITA -OD (10 CAP),Pharma
NOVAMOX 500MG (15 CAP),Pharma
P-6 (24 CAP),Pharma
CERELAC NO.8 WHEAT APPLE CHERRY,Pharma
LOOZ SOLUTION (210ML),Pharma
DULCOFLEX SUPPOSITORIES ADULTS,Pharma
CORONATION EXAMINATION GLOVES L,Pharma
RB4187  666381  54,Others
CANDIBIOTIC PLUS EAR DROP (5ML),Pharma
OLMAT 20MG (10 TAB),Pharma
PONDS PURE DETOX F/W (50GM),Pharma
OLCAN DS E/D (5ML),Pharma
AZEMOX E/D (5ML),Pharma
IOTIM 0.5% E/D (5ML),Pharma
BAIDYANATH ARJUNARISHTA (450ML),Pharma
MECOFOL OD (10TAB),Pharma
CENTRUM OSTOCALCIUM TOTAL (30TAB),Pharma
HEALTH OK (10 TAB),Pharma
MULTANI KUKA SYP 100ML (GREEN),Pharma
SEVCAR 800MG (10 TAB),Pharma
GALVUS MET 50/1000 (15 TAB),Pharma
ABSOLUT 3G (10 CAP),Pharma
JOHNSONS BABY CREAM (30GM),Pharma
METOPAR (15 TAB),Pharma
TYNOR LUMBO SACRAL BELT L,Pharma
OLCAN E/D (5ML),Pharma
AQUALUBE E/D (10ML),Pharma
NEBICARD LN 5 (10 TAB),Pharma
VENIZ XR 75 (10 CAP),Pharma
TELPRES CT 40/12.5 (15 TAB),Pharma
THERMOSEAL BRUSH MRP 29,Pharma
PARASONE 5G (10 CAP),Pharma
MEGAZOLID 600MG (10 TAB),Pharma
ROSIFLEX TRIO (14 CAP),Pharma
SHELCAL XT (15 TAB),Pharma
LAKME CC CREAM 9 GM,Pharma
MORR F 5 % SOLUTION (60ML),Pharma
LOTEPRED E/D (5ML),Pharma
STALIX M 50/1000 (15 TAB),Pharma
SKINCAP HYDRATING SUNSCREEN (60GM),Pharma
ENVY NANO BEATS DEO (30ML),Pharma
BIFILAC SACHET 3 GM,Pharma
HIMALAYA KOFLET LOZENGES(10 NOS),Pharma
MOISOL E/D (5ML),Pharma
KERAGLO EVA (30 TAB),Pharma
VERIFICA DM (10 TAB),Pharma
SEBAMED CLENSING SHOWER OIL (200ML),Pharma
LAKME FACE SERUM (7ML),Pharma
GLIMY MV2 (10TAB),Pharma
JANUVIA 100MG (7 TAB),Pharma
NESCAFE ALL IN ONE COFFEE,Pharma
MONTAIR AB (10 TAB),Pharma
ROSUBEST 20MG (10 TAB),Pharma
CAL4U SUSPENSION (150ML),Pharma
ENTIQUITY SYRUP (150ML),Pharma
FERIUM XT SUSPENSION (200ML),Pharma
SEVENSEAS (100 CAP),Pharma
CENTRUM ADLUTS 50+ TAB,Pharma
LA SHIELD MINERAL SUNSCREEN GEL SPF 50,Pharma
CETAPHIL MOISTIRIZER CRM (80GM),Pharma
REEQUIL MOISTURISER (100GM),Pharma
NICE LIQUID PARAFFIN (100ML),Pharma
JOHNSONS BABY POWDER BLOSSOMS (100GM),Pharma
COLGATE PAIN OUT DENTAL GEL 10GM,Pharma
NUROKIND GOLD RF (10 CAP),Pharma
ACULAR LS E/D (5ML),Pharma
ALEX COUGH SYRUP SF (100ML),Pharma
SCABIPIL PLUS LOTION 100 ML,Pharma
TELRING 40MG (15 TAB),Pharma
TRIVEDON MR (10 TAB),Pharma
HIMALAYA PILEX FORTE (30 TAB),Pharma
PREGACIP M (10 CAP),Pharma
S CITADEP 5 (10 TAB),Pharma
DIGENE GEL MIX FRUIT (200ML),Pharma
KETOFLY SOAP (75GM),Pharma
B FIT ADULT DIAPERS PANTS M 10,Pharma
GILLETTE FOAM 418 GM,Pharma
FOURDERM CREAM (10GM),Pharma
SUPRA PLUS (15 TAB),Pharma
GLUFORMIN G2 (15 TAB),Pharma
GLUFORMIN XL 1000 (15 TAB),Pharma
OLMIN 10MG (10 TAB),Pharma
LIPICURE GOLD 20 (15 CAP),Pharma
RAMCOR 2.5MG (10 CAP),Pharma
ALDACTONE 25MG (15 TAB),Pharma
SF DRY MAX  ALL NIGHT ULTRA DRY XXL14ns,Pharma
HEALTH OK SACHET (5GM),Pharma
NAVRATNA OIL (50ML),Pharma
CITRALKA LIQUID (100 ML),Pharma
COMBIFLAM SUSPENSION (60ML),Pharma
ZIFI READYMIX SYRUP 100MG (30ML),Pharma
OTRIVIN PAEDIATRIC NASAL DROPS (10ML),Pharma
DETTOL ORIGINAL LIQUID SOAP 675 ML,Pharma
TELPAR 20MG (10 TAB),Pharma
HANSAPLAST JUMBO BAND AID,Pharma
BAIDYANATH AMRITARISHTA (450ML),Pharma
VIGAMOX E/D (5ML),Pharma
ORG IND TULSI GINGER TURMERIC,Pharma
TIGER BALM WHITE (21ML),Pharma
TIGER BALM RED (9ML),Pharma
TIGER BALM WHITE (9ML),Pharma
GARNIER COLOR POUCH NO 4,Pharma
RESCURE 3PLY MASK BLACK,Pharma
MONTEK-FX (15 TAB),Pharma
DETTOL WASHPROOF BAND AID,Pharma
GLOW & LOVELY AYURVEDIC CREAM  50GM,Pharma
SEROFLO SYNCHROBREATHE (250MCG),Pharma
AB PHYLLINE (10 CAP),Pharma
ELTROXIN 25 MCG (60 TAB),Pharma
MINTOP FORTE SOLUTION 5% (60ML),Pharma
INTAGESIC ADVANCE SPRAY (55GM),Pharma
ULTRA MAGNESIUM 200MG (15 TAB),Pharma
POLYDEX E/D (5 ML),Pharma
ASCORIL D PLUS COUGH SYRUP (100ML),Pharma
FORCAN 150MG (4TAB),Pharma
KOHINOOR EXTRA TIME 1*10,Pharma
DILNIP TRIO (10 TAB),Pharma
PATANJALI ALOE VERA GEL F/W 60ML,Pharma
ARISTOZYME SYRUP (200ML),Pharma
RABIROS D (10 CAP),Pharma
FOLITRAX 10MG (10 TAB),Pharma
AB PHYLLINE (15 CAP),Pharma
MOXCLAV DROPS (10ML),Pharma
CYPON SYRUP (200ML),Pharma
PANTOCID 20MG (15 TAB),Pharma
CILACAR TC 6.25 (10 TAB),Pharma
SAFI SYRUP (500ML),Pharma
FURAMIST AZ NASAL SPRAY (9.8GM),Pharma
DUREX CON INTENSE 1*3,Pharma
DABUR CHYAWANPRASH 950GM,Pharma
NEOSPORIN ANTIBIOTIC OINT (10GM),Pharma
SOFTOLAX POWDER (100G),Pharma
METOLAR TL 25 (10 TAB),Pharma
PACITANE (30 TAB),Pharma
COTTON 500GM,Pharma
TYNOR ELBOW SUPPORT (L),Pharma
DINCERIN C2 PLUS SOFTGEL (10 CAP),Pharma
CARCA CR 20MG (15 TAB),Pharma
ECOSPRIN AV 150/20 (10 CAP),Pharma
ZYLORIC 300MG (10 TAB),Pharma
CERELAC NO 12 MULTIGRAIN DAL VEG,Pharma
VENUS WOMEN SAFETY RAZOR,Pharma
TELLZY 40MG (15 TAB),Pharma
TAZLOC CT 80 (10 TAB),Pharma
DILNIP 10MG (15 TAB),Pharma
OLMEZEST BETA 50 (10 TAB),Pharma
ISOFIT 10MG (10 TAB),Pharma
METOLAR 50MG (15 TAB),Pharma
DILZEM CD 120 (10 TAB),Pharma
HANSAPLAST MICROPORE 2.5CM,Pharma
FREESTYLE OPTIUM STRIPS,Pharma
TELMIKIND AM (10 TAB),Pharma
SPORLAC DS (20 TAB),Pharma
STREAX PROFESSIONAL HAIR SERUM 45ML,Pharma
HADENSA OINT (20GM),Pharma
CHERICOF LS COUGH SYRUP (100ML),Pharma
FIGARO OLIVE OIL (1 LITRE),Pharma
VOAGE 10MG (10 TAB),Pharma
QUADRIDERM RF CREAM (10GM),Pharma
TRYPTOMER 25MG (30 TAB),Pharma
XYLOCAINE 5% OINTMENT (50GM),Pharma
AMLIP 10MG (10 TAB),Pharma
NUBY MASSAGER & TOOTHBRUSH,Pharma
TRETIN 0.25% CREAM (30GM),Pharma
OLMIN 20MG (10 TAB),Pharma
HIMALAYA GENTLE BABY WET WIPES 24N,Pharma
GLYCOMET GP 0.5 (10 TAB),Pharma
RAPILIF 8MG ( 15 TAB),Pharma
LOTUS SPF50 (15GM),Pharma
THREPTIN DISKETTES (275GM) 12,Pharma
TULIP FACIAL TISSUE (100 NOS),Pharma
REJUNEX CD3 NF (10 TAB),Pharma
PREGABID 75MG (15 CAP),Pharma
HAJMOLA SHISHI IMLI,Pharma
VOVERAN MAX GEL (30GM),Pharma
VOLITRA PLUS GEL (30GM),Pharma
KOJIGLO GOLD CREAM 20GM,Pharma
CLEAN AND DRY POWDER (100GM),Pharma
ENTROFLORA (10 CAP),Pharma
SENSODYNE FRESH MINT (75GM),Pharma
M EARTH UBTAN FACE SCRUB (100GM),Pharma
GELUSIL SYRUP (400ML) SF,Pharma
DABUR ARJUN CHHAL CHURNA (100GM),Pharma
DABUR SAT ISABGOL 180GM,Pharma
HIMALAYA BABY POWDER (200GM),Pharma
FLUCOLD (10 TAB),Pharma
HIMALAYA TENTEX ROYAL (10 CAP),Pharma
QUIK KOOL (10GM),Pharma
TULIP PAPER EAR BUDS  (100 NOS),Pharma
CALCIMAX 500 (30 TAB),Pharma
IODEX (8GM),Pharma
GLOW & LOVELY WINTER GLOW 25GM,Pharma
VASOCARE JELLY (25ML),Pharma
TOPISAL 3 % LOTION (50ML),Pharma
SPECTACLE LENS,Others
OMNIGEL TUBE 15GM,Pharma
DIPROBATE PLUS CREAM (30GM),Pharma
TENOLOL 25MG (14 TAB),Pharma
HK VITALS GLUTATHIONE (30 TAB),Pharma
MINTOP FORTE SOLUTION 5% (120ML),Pharma
LOTUS WHITEGLOW SERUM + MOIST 30ML,Pharma
OMNIGEL SPRAY (100GM),Pharma
OLMEZEST 20MG (10 TAB),Pharma
COLGATE KIDS BATTERY T BRUSH BATMAN,Pharma
RACIPER PLUS (10 CAP),Pharma
URISPAS (15 TAB),Pharma
TUSQ-LS COUGH SYRUP (100ML),Pharma
EMAMI MALAI KESAR COLD CREAM 30ML,Pharma
CLEAN & CLEAR BERRY F/W (50ML),Pharma
STIM FLOSAL,Pharma
COLGATE DENTAL FLOSS 5MT,Pharma
TEDIBAR SOAP 75 GM,Pharma
FLAMINGO COOL PACK REGULAR,Pharma
DENVER HAMILTON BODY TALC 300GM,Pharma
CERELAC NO 6 WHEAT,Pharma
GATSBY HAIR WAX ( 25GM ),Pharma
GLYCOMET GP3 FORTE (10 TAB),Pharma
SITARED M 50/500 (15 TAB),Pharma
LINVAS 4MG (10 TAB),Pharma
CLINIC PLUS SHAMPOO (6ML),Pharma
COLGATE STRONG TEETH TOOTHPASTE (36GM),Pharma
MIBETA SR 40 (15 TAB),Pharma
SEROFLO INHALER (125MCG),Pharma
FLOGEL HYDRA E/D (10ML),Pharma
HADENSA OINT (40GM),Pharma
PRAZOPILL-XL 5 (30 TAB),Pharma
GEMCAL (15 CAP),Pharma
SITAXA DM 500MG (10 TAB),Pharma
OTEK AC NEO E/D (5ML),Pharma
TOPISAL 3% LOTION (30ML),Pharma
GABAPIN NT 200 (15 TAB),Pharma
CANESTEN S CREAM (15GM),Pharma
GLURA MXR 100/500 (15 TAB),Pharma
GLUXIT M 10 (10 TAB),Pharma
AZULIX MV 1/0.2 MG (10 TAB),Pharma
ONDEM MD 8MG (10 TAB),Pharma
ECONORM 250 MG (6TAB),Pharma
COTTON BANDAGE 15 CM (6 inch.),Pharma
METOCARD XL 50 (10 TAB),Pharma
RIVELA LITE SUNSCREEN SPF50 (60GM),Pharma
CITRALKA LIQUID (200ML),Pharma
TYNOR BACK REST FULL,Pharma
CANDID V6 (6 TAB),Pharma
BELLADONNA PLASTER HANSAPLAST 1 NOS,Pharma
MOVICOL SACHET (13.81GM),Pharma
TENOVATE CREAM (30GM),Pharma
VELDROP EYE DROP (10 ML),Pharma
CONCOR COR 1.25 (10 TAB),Pharma
RAPITUS XT COUGH SYRUP (100ML),Pharma
BETT INJ.0.05(TT),Pharma
TELEKAST A (10 TAB),Pharma
ASCORIL PLUS EXP COUGH SYRUP (120ML),Pharma
WARF 5MG (15 TAB),Pharma
RCIFAX 550MG (10 TAB),Pharma
5 FOL (60 TAB),Pharma
ELOSONE HT CREAM (25GM),Pharma
BILAZAP (10 TAB),Pharma
SMUTH CREAM (30GM),Pharma
TELGARD 40MG (10 TAB),Pharma
METFOR 500MG (20 TB),Pharma
VERTIN 24MG (15 TAB),Pharma
CERELAC NO 6 WHEAT APPLE CARROT,Pharma
DUREX CON AIR 1*3,Pharma
DOLOMED (10 TAB),Pharma
CETAPHIL SUN SPF50 LIGHTGEL (50ML),Pharma
JOHNSONS BUDS (15N),Pharma
CONTOUR PLUS GLUCO STRIPS (2*25),Pharma
LANCETS 30G ROUND (100N),Pharma
CILACAR 5MG (15 TAB),Pharma
BOROPLUS SOFT CREAM RS10,Pharma
KETOMAC SHAMPOO 2% (110ML),Pharma
GILLETTE GUARD BLADE 6NOS,Pharma
BORO PLUS SOFT AYURVEDIC CREAM  (25ML),Pharma
THYRONORM 25 MCG (120 TAB),Pharma
ROSUBEST 10MG (10 TAB),Pharma
GEMCAL PLUS (10 CAP),Pharma
FLUTIBACT SKIN OINT (10GM),Pharma
LUX INTERNATIONAL SOAP (125GM),Pharma
REJUGLOW FACE WASH (100ML),Pharma
AMTAS 2.5MG (30 TAB),Pharma
ENTEROGERMINA ORAL,Pharma
GLUCONORM G PLUS 1 (15 TAB),Pharma
ELOSONE HT CREAM (15GM),Pharma
REXCOF DX COUGH SYRUP (100ML),Pharma
SUHAGRA - 100,Pharma
T-MINIC SYRUP (60ML),Pharma
SELSUN SUSPENSION (60ML),Pharma
PROTAR-K SCALP SOLUTION (100ML),Pharma
RENSA FOAMING FACE WASH (100ML),Pharma
DESOWEN CREAM (10GM),Pharma
LANTUS SOLOSTAR PEN 100IU/ML,Pharma
FACECLIN GEL (20GM),Pharma
NERVUP OD (15 TAB),Pharma
OLMIN 40MG (10 TAB),Pharma
CYCLOMUNE 0.1% E/D (3ML),Pharma
ALLEGRA 180MG (10 TAB),Pharma
PREGOL-NT PLUS (10 TAB),Pharma
KAPIVA ALOE VERA GEL 150GM,Pharma
DERMADEW ACNE SOAP (75GM),Pharma
TRICHUP OIL 100 ML,Pharma
O2 H ( 10 TAB),Pharma
DOLOGEL CT GEL (10GM),Pharma
MEGANEURON (10 CAP),Pharma
CALCYON D3,Pharma
CALCYON FORTE (10 CAP),Pharma
DROPERS,Pharma
FURR ACNE RELIEF PATCH  30P,Pharma
PRUVICT 1 MG (10 TAB),Pharma
BAIDYANATH KANTHSUDARAK VATTI (6GM),Pharma
TYNOR BUNION SPLINT,Pharma
HOLY TEAR ULTRA E/D (10 ML),Pharma
VOVERAN D (10 TAB),Pharma
SIMCO SUPREME HAIR FIXER 100GM (BLUE),Pharma
RACIRAFT SUSPENSION (200ML) SF,Pharma
CHICCO BABY CREAM 50GM,Pharma
SKORE 3PC 30RS,Pharma
ORTHODEX (10TAB),Pharma
VOVERAN SR 75 (10 TAB),Pharma
CHICCO BABY BODY WASH & SHAMPOO 500ML,Pharma
SOFY ANTI BACTERIA XL+ (6NOS),Pharma
FLEXURA D (10 TAB),Pharma
CLOP S OINT (20GM),Pharma
CONCOR AM 2.5 (10 TAB),Pharma
STORVAS 10MG ( 15 TAB),Pharma
ALERID SYRUP (30ML),Pharma
DABUR SITOPALADI CHURNA (60GM),Pharma
RING GUARD (12GM),Pharma
RA THERMOSEAL TOOTHPASTE (50GM),Pharma
ZYTEE LOTION 10 ML,Pharma
HEXIDINE MOUTHWASH (80ML),Pharma
PONDS POWDER DREAMFLOWER 100GM,Pharma
D VENIZ 50 (10 TAB),Pharma
ECONORM SACHET (765MG),Pharma
THYROX 25 MCG (120 TAB),Pharma
ACNESOL A GEL (15GM),Pharma
HIMALAYA FACE WASH (50ML),Pharma
PHOTOSTABLE ACNE SPF 55 SUNSCREEN (50GM),Pharma
TELSAR 40MG (15 TAB),Pharma
LISTERINE ORIGINAL M/W (250ML),Pharma
CWIN CREAM (60GM),Pharma
MACSART AM (10 TAB),Pharma
SU-MAG OINT (75GM),Pharma
VILOR F 200MG ROTACAP,Pharma
TELVAS LN 40 (10 TAB),Pharma
CHIRONORM (10 TAB),Pharma
NICE GLYCERIN (100GM),Pharma
COSVATE GM ++ CREAM (20GM),Pharma
JOHNSONS BUDS (75N),Pharma
NUROKIND D3 (10 TAB),Pharma
MOOV CREAM (15GM),Pharma
VOLTIDO 200/25 ROTACAP,Pharma
AUGMENTIN DUO SYRUP (30ML),Pharma
ACILOC RD 20 (15 TAB),Pharma
TELMIKIND H (10 TAB),Pharma
M.POKO STD M1,Pharma
ITRATUF 100MG (15 CAP),Pharma
BISOHEART 5MG (10 TAB),Pharma
PAMPER PANTS L9,Pharma
FEFOL Z (15 CAP),Pharma
BRILINTA 60MG (14 TAB),Pharma
JUPIROS 10MG (15 TAB),Pharma
SHELCAL JOINTS (10 TAB),Pharma
GILLETTE FUSION 5 BLADE 4NOS,Pharma
ARACHITOL KIDS SOLUTION (15ML),Pharma
DEROBIN OINT (30GM),Pharma
DAPAVEL 10MG (10 TAB),Pharma
COF-RYL COUGH SYRUP (100ML),Pharma
HEXIDINE MOUTHWASH (160ML),Pharma
PREGABANYL NTM TAB,Pharma
DEPLATT A 75 (15 TAB),Pharma
JALRA DP (10 TAB),Pharma
SOTHREX BR COUGH SYRUP (100ML),Pharma
TENACID MF,Pharma
MENOPACE (15 CAP),Pharma
GARNIER BRIGHT VIT C SERUM CREAM 45GM,Pharma
IODEX (40GM),Pharma
VASELINE DAILY BRIGHTENING LOTION 200ML,Pharma
CERELAC NO.18 5GRAINS&VEGETABLES,Pharma
DEFCORT 6MG (10 TAB),Pharma
JOHNSONS MILK+RICE CREAM (50GM),Pharma
GARNIER MICELLAR CLEANSING WATER (125ML),Pharma
CORONATION HOT WATER BOTTLE DELUX STANDARD,Pharma
LOSTAT H (15 TAB),Pharma
GLIMCOR M2 FORTE (15 TAB),Pharma
ATEN 25MG (14 TAB),Pharma
BUDECORT INHALER (100MCG),Pharma
LEVOLIN INHALER (50MCG),Pharma
HIT BLACK 400ML,Pharma
BAMBOO TOOTHPICK,Pharma
SOTHREX TULSI COUGH SYRUP (100ML),Pharma
METOCARD XL 12.5 (10 TAB),Pharma
RELENT (15 TAB),Pharma
PEE SAFE SANITARY PADS REGULAR 10NOS,Pharma
AZEE SYRUP 200MG (15ML),Pharma
MEFTAL 500MG (10TAB),Pharma
URIMAX 0.4MG (30 CAP),Pharma
KOJIGLO FACE WASH 100ML,Pharma
Creon 25000 (10 CAP),Pharma
CORDARONE X (15 TAB),Pharma
GARNIER MEN BRIGHTENING F/W 50GM,Pharma
MEDICAT EYE DROPS (10ML),Pharma
SKINTEL GEL (20GM),Pharma
ACIVIR 200MG DT (10 TAB),Pharma
GLOW &LOVELY AYURVEDIC CREAM 25 GM,Pharma
CANDIFORCE 200MG (10 CAP),Pharma
IODEX SPRAY (35GM),Pharma
ONDEM MD 4MG (10 TAB),Pharma
RHINOSET-S NASAL SPRAY (10ML),Pharma
SYMBIOTIK XL 625 (10 TAB),Pharma
PIOZ 30MG (10 TAB),Pharma
GLOW & LOVELY INSTANT GLOW  F/W 50GM,Pharma
MOISOL Z E/D (10ML),Pharma
GARNIER COLOR NO. 3,Pharma
ESCUTIC (10 TAB),Pharma
TH 1078 C1 57,Others
TH 3506 C3 53,Others
FSV 1.56 Crizal Prevencia,Others
RX VX Liberty 3.0 S/R 1.50 Crizal Rock BCT,Others
RX VX Liberty 3.0 S/R 1.50 Crizal Easy Pro,Others
Rx SV Xperio 1.50 Titus,Others
IRUS SG 1271 P,Others
IRUS SG 1291,Others
IRUS SG 1295,Others
TH 1079 C2 54,Others
ACUVUE OASYS ASTIG 8.6 (6 LENS),Others
FSV 1.50 SPH TR8 Crizal SAPPHIRE,Others
KODAK 1.74 Transitions Grey Blueprotect,Others
DOMSTAL 10MG (10 TAB),Pharma
ZOMELIS MET 50/500 (15 TAB),Pharma
SUPRACAL (10 TAB),Pharma
SURGITEX GLOVES NO 7.5,Pharma
TELLZY MT 50 (15 TAB),Pharma
OVERZYME SYRUP (200ML),Pharma
DUREX EXTRA RIBBED 1*3,Pharma
PROTINEX MAMA VANILA 250 G,Pharma
ORNIDA 500MG (10 TAB),Pharma
OTRIVIN MOIST P NASAL DROPS (10ML),Pharma
ONABET-B CREAM (15GM),Pharma
VICKS VAPORUB (50ML),Pharma
VIRTUE NAIL CUTTER,Pharma
SENSODYNE EXTRA SOFT BRUSH 80,Pharma
SASLIC FOAMING FACE WASH (60ML),Pharma
Renu MP Fresh  60ml,Pharma
FERIBID XT (10 TAB),Pharma
Bio True Lens Solution 300ml,Pharma
DETTOL ANTISEPTIC LIQUID 1 LTR,Pharma
CLOP GM NEO CREAM (15GM),Pharma
MOOV CREAM (20GM),Pharma
VILDADER 50MG (15 TAB),Pharma
RX SV Eyezen 1.56 Cryzal Easy Pro BCT,Others
RX KODAK 1.67 ASPHERIC CleanNClear,Others
FF KODAK UNIQUE 1.5  PROG CleanNClear,Others
RB4252I 710/13 51,Others
MORTEIN COIL 12HRS,Pharma
NICE BORIC ACID (20GM),Pharma
CHESTON COLD TOTAL TAB,Pharma
PEESAFE REUSABLE MENSTRUAL CUP M,Pharma
ORAL B TOOTH BRUSH 60RS,Pharma
VYSOV M 50/1000 (15 TAB),Pharma
ECOSPRIN GOLD 20 (15 CAP),Pharma
SITACIP DM 100/10/1000 (10 TAB),Pharma
TRIOLSAR 40MG (10 TAB),Pharma
GABAPIN ME 100 (15 TAB),Pharma
GILLETTE MACH 3 (FRESH CLEAN) RAZOR,Pharma
TELBID MCT 50 (10 TAB),Pharma
SELSUN DAILY SHAMPOO (120ML),Pharma
VOLINI SPRAY (60GM),Pharma
AHAGLOW ADVANCE F/W ( 100GM ),Pharma
HIFENAC 100MG (10 TAB),Pharma
GILLETTE FOAM 50 G,Pharma
BAIDYANATH RAKTA SHODHAK (50 TAB),Pharma
NOVORAPID FLEXPEN  100I.U./ML,Pharma
OMNACORTIL 2.5MG (10 TAB),Pharma
TRIMACSART (10 TAB),Pharma
GLIMY 1MG (15 TAB),Pharma
CROMAL FORTE (5ML),Pharma
EYEMIST FORTE E/D (10ML),Pharma
WHITE TONE FACE CREAM ( 15GM ),Pharma
OMNIGEL SPRAY (35GM),Pharma
TRAJENTA 5MG (10 TAB),Pharma
CYBLEX M 80 (15 TAB),Pharma
ASTIN 40MG (10 TAB),Pharma
METROGYL-M OINTMENT (15GM),Pharma
TENDOCARE (15 TAB),Pharma
LUMIA 60K (8 CAP),Pharma
KAPIVA APPLE CIDER VINEGAR (500ML),Pharma
SUPER ACT.99 CAPS,Pharma
PROVIRONUM 25MG (10 TAB),Pharma
UNIENZYME PLUS SYRUP (200ML),Pharma
HIMALAYA TRIPHALA ( 60 TAB ),Pharma
VENLOR XR 75 (10 CAP),Pharma
BEPLEX FORTE (20 TAB),Pharma
BAJAJ ALMOND HAIR OIL (95ML),Pharma
9 PM E/D (2.5ML),Pharma
ZORYL M1 FORTE (15 TAB),Pharma
MOTHER CARE BABY LOTION 300ML,Pharma
ORTHODEX GEL (15GM),Pharma
GLIMCOR M 1 (15 TAB),Pharma
TELWAKE AM (15 TAB),Pharma
THYRONORM 150 MCG (120 TAB),Pharma
Aspire Pro Toric (3 Lens Pack),Others
Biomedics Now (6 Lens Pack),Others
Air Optix Colors 2 Lens,Others
RB2193 901/58 53,Others
FC8250 C2,Others
FC8250 C3,Others
REVO CR KRY Care,Others
RX VX Liberty 3.0 S/R 1.59 TR6 Crizal Easy Pro,Others
RX VX Liberty 3.0 S/R 1.50 Tr8 G/B Crizal Easy Pro,Others
PICOLEX SYRUP (100ML),Pharma
BENZAC AC 2.5% GEL (30GM),Pharma
CALADRYL LOTION (125ML),Pharma
ACIVIR CREAM (10GM),Pharma
ZONBAN SUNSCREEN GEL SPF50 (50GM),Pharma
DABUR JANMA GHUNTI (60ML),Pharma
HIMALAYA SHALLAKI (60 TAB),Pharma
GLUCONORM G1 FORTE (15 TAB),Pharma
HIMALAYA CYSTONE (60 TAB),Pharma
DABUR JANMA GHUNTI (30ML),Pharma
LITTLES POLY MINI BOTTLE 120ML,Pharma
CLINIC PLUS HAIR OIL (200ML),Pharma
GLIMCOR M1 FORTE (15 TAB),Pharma
GLIZID M (15 TAB),Pharma
CORONATION STEAMER,Pharma
JOHNSONS BABY OIL (50ML),Pharma
DABUR SAT ISABGOL (90GM),Pharma
